cleaned_text,label,keyword_tag,is_profanity,is_insult,is_hate_speech,is_toxic
az önce beyığlunda bir pubda birebir aynısı oldu ve fenerbahçe finale kaldı,0.0,"Kendisine karşı ""Koyduk mu?"" molası alınan gergin ataman kuduruyor.",0,0,0,0
ne yarak bir herifsin,,,1,1,0,1
sünniler şöyledir!!!,,,0,1,1,1
"hangi ünlü bilge söylemişti''''mecliste tepişirler,tekmeyi halk yer'''",0.0,Meclis'te Yumruklu Kavga! AK Parti ve CHP'li Vekiller Birbirine Girdi - TGRT Haber,0,0,0,0
cahil kesimi,0.0,İstanbul’da Trafiğin Ortasında Boks Ringini Aratmayan Kavga!,0,1,0,1
​ -u4u orda okadar şahit var !!!,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,1,0,1
sosyal çürüme.,0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,0,0,0
SÜNNILER ŞÖYLEDIR,,,0,1,1,1
hepiniz hepiniz idam edilmelisiniz,,,0,1,1,1
kes lan o.ç,,,1,1,0,1
"bircan saygisiz bence. seren bisey demedi aslinda. gayet nazik ve kibardi. bircan durmadan sözünu kesiyor. ayni zamanda kendi instagram adresini verdi, artoya soz verdi sira serene gelince konusmasina izin vermeyip direk vtr dedi. hic olmadi.",0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,1,0,1
180+180 devlete gelir ayda şöle 1000 vaka olsa mis,0.0,🔴 A fight broke out in traffic!,0,0,0,0
böyle fair-play olan centilmence maçlar kalmadı artık. özlemişiz valla yalan mı söyleyelim :)),0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,1,0,0,1
bu millete ihanet edenler bedel ödeyecek,,,0,1,1,1
allahın onursuzı,,,0,1,0,1
bu insanlar zorbalık ile ne elde edeceklerini sanıyorlar? bazıları böyle haince sataşıyor! ınsanlar sanki zorla konuşturuluyor! ama kendileri zorla susturmaya çalışıyorlar.,0.0,Basına SALDIRI !  #sokakröportajları,0,0,1,1
terapi olmaya geldim yine...,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
sıkıntılı bir şey var ama bu kadar abartılacak bir şey yok yaptığı şey doğru değil ama sonrasında toparladı ve yaptığı şeyi herkes çok farklı bir yere çekti abdü haklı,0.0,CANLI YAYINDA REZİL OLAN YOUTUBER.,0,0,0,0
lan soysuz köpekler,,,0,1,1,1
abim sonda kısaca beğenmiyorsanız ... gidin demiş :d,0.0,TÜRKİYE'DE YAŞANAN TRAFİK KAVGALARI VE KAZALARI! #4 | Sokak Kavgaları 2023,0,0,0,0
Allah'ın aqu,,,1,1,0,1
"ne gaspı ya ? olayın ne kadarını biliyorsun da gasptan bahsediyorsun ? iett şoförü durup dururken neden ve nasıl gasp etsin ? şu veya bu sebepten dolayı geçersiz bir kart kullanıyorsa kadın ve haksız yere indirimden faydalanmaya kalkıyorsa, o şoförün görevi zaten o karta el koymak.",0.0,Otobüs şoförü yolcuyla tartıştı!,1,0,0,1
senin gibilerin soyunu kurutmak lazım!!!,,,0,1,1,1
şu otobüsteki refah oranı bile şimdikinden daha yüksek,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
bıktık senin gibi kamillardan,,,0,1,0,1
gavat ağızlı,,,1,1,0,1
ülkeyi sattınız vatan hainleri,,,0,1,1,1
lan seni,,,1,1,0,1
ts kafayi yemis,0.0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça,0,0,0,0
aslanım yunusum,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",1,0,0,1
klavyeyi idam etti,0.0,Oyun oynarken çıldıran koreli :),0,0,1,1
​ 70 senedir türkiye yi kim yönetiyor iyi misin sen 23 sene kim yönetiyor,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
boyle kadin evden ırak olsun aman yarabbim,0.0,Otobüs şoförü yolcuyla tartıştı!,0,1,0,1
tam bir sürtük,,,1,1,0,1
amin.,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,0,0,0,0
aileler çocuklarının da arabada olduğunu ve onlara iyi örnek olmayı öğrenmeli.ama maalesef insanımızda gereksiz gurur duygusu var.kabuk edecek ve alttan alacak maalesef yok.,0.0,RRaenee - TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #239 İzliyor | @Traffic.Channel,0,0,0,0
doğre hep klavyeyi kırıyor ne bok olduğu yok,0.0,Oyun oynarken çıldıran koreli :),1,0,0,1
sus be yavşak,,,0,1,0,1
hepiniz arap seviciler sizi,,,0,1,1,1
abi roblox kapanmadan önce easy parkur oynarken bir yerde takıldım ve telefonu ortadan ikiye ayırdım,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
".aslan3737 futbol sadece bir eğlencedir, tuttuğun takımı hayatının merkezine koyma. bugün yenersin yarın yenilirsin. öbür dünyada tuttuğun takımı sormayacaklar. sürekli senin yorumlarını görüyorum o yüzden uyarmak istedim. milleti kızdırmak ve dalga geçmek kul hakkıdır. bunu yapmaktan kaçın öbür dünyada helallik almak zorunda kalırsın ve kimsede helallik vermez kolay kolay.",0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,1,0,0,1
eşek olmayıp 1 gol atsalar şampıyon olacaklar şu olaylar olmayacak mesela aynen cemaat :ddd,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
herkes hoca olmus :) birde bilseler neler anlatacaklar,0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,0,0,0
0:27 o-olm bu hüseyinmert mert değilmiiii😩,0.0,TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #262 | Trafik Kavgaları! (2025),0,0,0,0
kes lan bok,,,1,1,0,1
böyle bi adamın ailesi için fazla bile oğlunun olduğunu nadiren bilen aileler var,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,0,1,0,1
bircanin akrabasi varmis ondan gitmiyormus programm dan torpili yani😂,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,1,0,1
"davutun zeburu, musa'nın tevratı, isa'nın incili, muhammed in kur'an ı... kurtaramadı kurtaramaz insanlığı",0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,0,0,0
ilk baştaki şapkalı elamana 2 tane çarpacak bı delikanlı yok muydu içinizde,0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,0,0,0
gavat ne demek yavu😂😂😂,0.0,TEKMELER KÜFÜRLER HAVADA UÇUŞTU,1,0,0,1
😮😂😂😂👍,0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,0,0,0
seren bircani iyi kudurtmus,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
baştaki sayıdan bı bok olmaz,0.0,Deep Humor Karma Röportaj Serisi (Vol32),1,0,0,1
yarak seni,,,1,1,0,1
valla ben utandım.,0.0,Otobüs şoförü yolcuyla tartıştı!,0,0,0,0
cook kotu opmus abiye gecmis olsun cook burnu kaniyoo😢😢cok uzuldum fenerbahcem benim,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
tam bir yosma,,,1,1,0,1
SIZIN GIBI KAFIRLERIN YAŞAMAYA HAKKI YOK,,,0,1,1,1
sen tam bir yobazsın,,,0,1,0,1
sen tam bir mankurtsın,,,0,1,0,1
lan mülteciler defolsun,,,0,1,1,1
ERMENI DÖLÜ,,,0,1,1,1
aaaa olur mu? burası hukuk devleti nasıl cezasızlık algısı oluşabilir. bu hareketi bir hukukçuya yapsaydı ne olurdu?,0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,0,0,0,0
​ komik olan nedir sarı civciv,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,1,0,0,1
abi bisiklet yolu olsada nolcak zaten insanlar bile geçiyor ordan 4:42,0.0,RRaenee - TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #239 İzliyor | @Traffic.Channel,1,0,0,1
sana noldu yapprraaaammmm​,0.0,"Kendisine karşı ""Koyduk mu?"" molası alınan gergin ataman kuduruyor.",0,0,0,0
var bu yüzden var hakem hatalarını en aza indirmek için. bizim ligde var birilerinin kontrolü altında ne yazık ki :),0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,0,0,0,0
oğuzhan sucu bu kimde mikrofonu bırakmıyor her seferinde her bölümdede onda ? niye oğuzhan,0.0,Muharrem İnce - Salih Gergerlioğlu Tartışması ''Otur yerine sıfır!'',0,0,0,0
araya uymayan seren. arto ile bircan gayet iyi anlasiyor. seren de uyum saglayamiyorsa çeksin gitsin,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,1,0,1
hayatımda gördüğüm en büyük beyinsiz,,,0,1,0,1
aynen öyle japonya da birileri kavga edince gülüyoruz birbirine bile vurmuyorlar para cezalarından dolayı,0.0,TÜRKİYE'DE YAŞANAN TRAFİK KAVGALARI VE KAZALARI! #4 | Sokak Kavgaları 2023,0,0,0,0
allahın beceriksizı,,,0,1,0,1
cezalar o kadar hafif ki gercek olsa yine ceza almaz.,0.0,Fearful Moments on the Kadıköy Metro! He Pointed a Rifle at Passengers | NTV,0,0,0,0
en azından mert hakan kadar değil,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
"şu silah,bıçak vb şeyler taşıyanlarda gram cesaret yok",0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,0,0,0,0
ayip,0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,0,0,0
sen ne kalitedesin ki?,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,1,0,1
bı yürü git çocukları görmedim diyor utanmadan yalan söylüyorsun,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,1,1,0,1
ananı göt,,,1,1,0,1
"""cahil insanlar davul gibidir. sesi çok çıkar ama içi boştur."" - sadi şirazi",0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,1,0,1
bıktık senin gibi davarlardan,,,0,1,0,1
abi hala elazığlı mısın,0.0,Metehan [ 2 ] Küfürlü 😂 +18,0,0,0,0
sünniler şöyledir!!!,,,0,1,1,1
muharrem ince ayağa kalksa gençlerin saygısı artıyor sjsjs,0.0,Muharrem ince küfür,0,0,0,0
o😅 anneciğim babacığım ve bu,0.0,Telefon Şakası    komik ses kaydı,0,0,0,0
YALLAH ARABISTANA,,,0,1,1,1
haysiyetsiz herif,,,0,1,0,1
burak akdoğan kkkll,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
kuduz herif,,,0,1,0,1
adrıan shephardddddd,0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
​ 2:10,0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,0,0,0
lan senin gibilerin soyunu kurutmak lazım,,,0,1,1,1
kimse kimseye hakaret edemez herkes haddıni bilsin,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,0,0,0
samsundan ne beklersiniz,0.0,Trafik magandaları yine dehşet saçtı!,0,0,0,0
lan kürtler bölücüdür,,,0,1,1,1
hayatımda gördüğüm en büyük yalaka,,,0,1,0,1
aynısı geçen hafta oynandı kardeşim,0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,0,0,0,0
yallah arabistana,,,0,1,1,1
idam,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,1,1
iyi olmuş,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
millete rahat batıyor.,0.0,🔴 A fight broke out in traffic!,0,0,0,0
lan arap seviciler sizi,,,0,1,1,1
bıktık senin gibi onursuzlardan,,,0,1,0,1
elbette çocuklarının yanında bir baba darp edilmemeli hiç kimseye şiddet uygulanmamalı ama bence bu iki çocuk babası denilen adamın kesinlikle psikolojik sorunları var kız içtenlikle özür dilemesine rağmen iki tane küçücük çocuğunun yanında işi uzatmanın bir genç kıza hakaretler yağdırmanında kabul edilebilir hiçbir tarafı yok,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,1,1,0,1
😂😂😂😂😂,0.0,Yan hakeme gittim bana küfür ediyor | Engin İpekoğlu'nun hakeme isyanı,0,0,0,0
seren serengil onlari takibden cikartmis amerikada olarken onlara ancak masa arkadasim dedi.bircan buna bozulmus programda patladi.,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,1,0,1
o orusbu çocuğu yakalanmadıya ona içim yanıyor,0.0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça,1,0,0,1
kanınız bozuk sizin,,,0,1,1,1
Allah'ın kaşaru,,,1,1,0,1
"onu yazarsan birine ve o birisi de anadolu insanıysa bu normal , ince başkanın küfür edişi bile güzel be :))",0.0,Muharrem ince küfür,0,1,0,1
😃😃 ah ibo ahh kimse seni benim elimden alamaz dedin elin kolun gitti allah'ın adaleti işte,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,1,0,1
kadıköye bakya ne kadar dolu şimdilerde artık kimse gelmiyor,0.0,İşte o olaylı dev derbi! | Fenerbahçe & Beşiktaş | Ziraat Türkiye Kupası | 19.04.2018,0,0,0,0
Allah'ın o.çu,,,1,1,0,1
bence bir sıkıntı yok normal arkadaşlarla yapılan sohbet abicim . ender tabi kide üzülmüştür ama abdü lük bir eşy yok ikiside haklı sonuçta 4-5 kişinin göz altına alındığı bir olay yani .,0.0,CANLI YAYINDA REZİL OLAN YOUTUBER.,1,1,0,1
ayagı kaymı$$$ 😂😂😂😂 pezevenk!!! 🤣🤣🤣🤣🤣,0.0,TEKMELER KÜFÜRLER HAVADA UÇUŞTU,0,0,0,0
oyundan küfür eden adamı dc'ye çektiğimde alınan gizli kayıt;,0.0,Muharrem ince küfür,0,0,0,0
ne var yani 2 saniye sürmeyecek yol vermeyi kavgaya dönüştürmeseniz ne kaybedersiniz,0.0,🔴 A fight broke out in traffic!,0,0,0,0
adalet saryda değil sokakta olur aslan,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,1,0,0,1
akp nin biz ne dersek o olacak kavgasi.😮,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
hepiniz din düşmanları,,,0,1,1,1
göçer arslanca hakkaten bende anlamaya çalışmıştım 👍,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,1,0,0,1
o kamyoncuların son sürüşü olurdu bana denk gelseydiler,0.0,TÜRKİYE'DE YAŞANAN TRAFİK KAVGALARI VE KAZALARI! #4 | Sokak Kavgaları 2023,0,0,0,0
siyahlı hak etti bence. kaşındı.,0.0,TEKMELER KÜFÜRLER HAVADA UÇUŞTU,0,0,0,0
20 deil 1.977.555.999 klavye,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
abla mı diyimmm😂,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
o kadar değilde sırf ben olsam bende aynısını yapardım en iyisini yapmıs onun icin,0.0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet,0,0,0,0
kes sesini çapsız,,,0,1,0,1
asıl muhabirde suç vatandaşta değil,0.0,TEKMELER KÜFÜRLER HAVADA UÇUŞTU,0,0,0,0
yavşak ağızlı,,,1,1,0,1
ulan işsizmisiniz🤣,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,1,0,0,1
"5 yil yatsin , belki akli basina gelir. xd",0.0,Fearful Moments on the Kadıköy Metro! He Pointed a Rifle at Passengers | NTV,0,0,0,0
ve bi kitle düşünün bunu adam sanıyor,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,1,0,1
"bu arada şunu da söyleyeyim, isteksiz özür benim için özür değildir. onca açıklama yapıp özür dilememek için can attıktan sonra, özür dilemesi bana samimi gelmedi. yaptığını hata olarak gördüğünü sanmıyorum, sadece tepki aldığı için özür dilediğini düşünüyorum. yine de saygı duymaya çalışıyorum.",0.0,CANLI YAYINDA REZİL OLAN YOUTUBER.,0,0,0,0
ya bırak adam beni dövün diye yalvarirsa kırmam,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,0,0,0
kes sesini salak,,,0,1,0,1
şaka maka net penaltıydı en net penaltı pozisyonuydu.,0.0,GALATASARAY PENALTI POZİSYONU VE SONRASI TARAFTARIN YAN HAKEME TEPKİSİ,0,0,0,0
sil o zaman kardeşim silmemişsin .,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
he aynen kim şampiyon oldu tekrar bak istersen,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
oh yeaaaah kapak fotografı muq,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
burası bizim mahalle vurulan adam öldü allah rahmet eylesin :(,0.0,Şehir magandaları yine dehşet saçtı!,1,0,0,1
o zaman lan sus lan diyor,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,1,0,0,1
sarıklı abimiz ne kadar seviyeli ve kibar konuşuyor. keşke herkes böyle olabilse,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
dondurma reklamı gibi olmuş bu yorum🤣,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,0,0,0
ne orospu bir herifsin,,,1,1,0,1
yarrak git buradan,,,1,1,0,1
soysuz köpekler,,,0,1,1,1
"vurdugu adam olebilirdi de. sacma sapan bir sebepten oldurucu yumruk atilmaz, hakli da olsan atilmaz. ders olsun",0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,0,0,0
hahhaaahhaahhhha,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,0,0,0
bıktık senin gibi salaklardan,,,0,1,0,1
ne alaka gs ye çok fol yap tılar,0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,0,0,0,0
"​ hayır, asıl suçluya hak ettiği cezayı vermezsen geniş bir kişiliğe sahip olmuş olursun.",0.0,"""Are you a bandit?"" Undercover Police Officer Issues Slap-Like Warning to Motorcyclist Kicking in...",0,0,0,0
"kimseninde kimseye ""rahatsız oluyorum"" demek yerine dalmaya hakkı yok",0.0,Metroda şarkı kavgası!,0,0,0,0
teşekkürler😊,0.0,Metroda şarkı kavgası!,0,0,0,0
oe evladi daha beteri basina gelir inşallah,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,1,0,1
sözde erkek bağırıp cağırırken sesi titriyor,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,0,1,0,1
sus be it,,,0,1,0,1
"tam bu görüntünün çekildiği yerde maç izlemiştim, gerçekten kamerada göründüğü gibi değil. her şey çok net bir şekilde gözüküyor. futbolcuların birbirine yaptığı kaş göz hareketlerini bile görüyorsun.",0.0,GALATASARAY PENALTI POZİSYONU VE SONRASI TARAFTARIN YAN HAKEME TEPKİSİ,0,0,0,0
başarılar dilerim 👍👍👍,0.0,Real Madrid Takım Otobüsü Taşlandı! İşte Saldırı Anları !!! (Real Madrid Team Bus),0,0,0,0
6:47 tennefüste biz 😂 kskdksmd,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
lan kürtler bölücüdür,,,0,1,1,1
kimsede hakaret etmemeli,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,0,0,0
erman beşiktaş en güzel golü sana attı,0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
harbi la,0.0,RRaenee - TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #239 İzliyor | @Traffic.Channel,0,0,0,0
kürtler bölücüdür!!!,,,0,1,1,1
lan git buradan,,,1,1,0,1
o zaman hıyarlık yapmış şoför,0.0,Otobüste bebek arabası tartışması,0,0,0,0
lan arap seviciler sizi,,,0,1,1,1
küme düşmemeye oynamaya devam mı,0.0,İşte o olaylı dev derbi! | Fenerbahçe & Beşiktaş | Ziraat Türkiye Kupası | 19.04.2018,0,0,0,0
adamı nasıl sinirlendirmisse kâle alıp cevap vermiş 😂,0.0,Muharrem ince küfür,0,0,0,0
senin ben oç,,,1,1,0,1
salihin yanında ki kıza acıdım ya pkoqjnweıopjqwe,0.0,Muharrem İnce - Salih Gergerlioğlu Tartışması ''Otur yerine sıfır!'',0,0,0,0
taş üstünde taş bırakmayacağız!!!,,,0,1,1,1
burda öldüm 😂😂😂😂,0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
KÜRTLER BÖLÜCÜDÜR,,,0,1,1,1
neyse bi kupa daha var bişey olmaz :d :d :d tam bi troll bilimi hikayesi olabilecek cinsten ya ahahahahaha,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,1,0,1
barış hakan bugun ne oldu kocummm 😂,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
lan senin gibilerin soyunu kurutmak lazım,,,0,1,1,1
firavun bunların hepsi,0.0,Meclis'te Yumruklu Kavga! AK Parti ve CHP'li Vekiller Birbirine Girdi - TGRT Haber,0,0,0,0
yunus melo icardi gibilerde tam kerhanesaraya layık karısını pazarlayıp kendine taptıran cinsten iyi tapıyorsunuz ya,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
aykut beye allah sabır versin.,0.0,Canlı Yayında Cam Masayı Kırdılar!,0,0,0,0
bıktık senin gibi ahmaklardan,,,0,1,0,1
offff çok kötü,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
ülkeyi sattınız vatan hainleri,,,0,1,1,1
köyüne git diyen eleman ezilmeyi kabullenmiş,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,1,0,1
gün olur devran dönecek allah in adaleti hükmedecek inşallah💛💙,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
yaratık herif,,,0,1,0,1
ua siker,0.0,Galatasaray Taraftarlarının Fenerbahçe Otobüsünü Taşlaması,1,0,0,1
lan vatan haini şerefsizler,,,0,1,1,1
ermeni dölü!!!,,,0,1,1,1
YALLAH YUNANISTANA,,,0,1,1,1
zilli şafak şekerin üzerinden şov yapıp reklam yapıp pirin yapacaktı ama sonra hiç bi program ları işyapmadi,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,1,0,1
hepiniz dinsiz imansız vatan hainleri,,,0,1,1,1
hepiniz suriyeliler dışarı,,,0,1,1,1
tırcıya kafa tutan şovcu değilde ne dansözmü,0.0,TIRCIYLA BÜYÜK KAVGA! Türkiye'de Yaşanan Motorcu Kavgaları ve Kazaları! (330) Trafik Kavgaları! 2026,0,0,0,0
"bakiyorumda ülkede tartismayi, üslubu, saygiyi ve medeniyeti bilmeyen o kadar insan var ki. ey aziz nesin sen ne büyüktün!!",0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,0,0,0
ne kadar kuduz birisin,,,0,1,0,1
ne diyon,0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,0,0,0
ilk videodaki polisi görevinden almaları gerek,0.0,TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #262 | Trafik Kavgaları! (2025),0,1,0,1
oyuncular ne dalga geçmiş be hahahaha :d,0.0,Galatasaray Taraftarlarının Fenerbahçe Otobüsünü Taşlaması,0,0,0,0
ne ananı bir herifsin,,,1,1,0,1
bu gün bu olaydan 11 yıl geçti,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
yaaaağ,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
lan dış güçlerin maşası olmuşsunuz,,,0,1,1,1
vurulmazda bu tip adamları bende biliyorum o adamları gormuyormusun herkes adama tepki veriyor niye başkasının kızına hakaret ediyor kendi kızları için o kız da başkasının evladı bence iyi yapmis,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,0,0,0
zegerx köylülerin tırnağı hariç hepsine katılıyorum,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
kes sesini beceriksiz,,,0,1,0,1
SURIYELILER DIŞARI,,,0,1,1,1
YALLAH ARABISTANA,,,0,1,1,1
o yaralanan adami goturen beyazli abi alnindan opuyorum senden baskasi yardim etemdi,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),1,0,0,1
"vahşice.... , şarkı söyleyince dayak yemek, kimsenin kimseye sabrı kalmamış.",0.0,Metroda şarkı kavgası!,0,0,0,0
sen tam bir aptalsın,,,0,1,0,1
ahmak herif,,,0,1,0,1
insanlar sefo mu cakal mi diye tartışırken benim ikisini de sevmem,0.0,Sefo ve Çakal Gece Kulübünde Kavga Ettiler,0,0,0,0
fahişe seni,,,1,1,0,1
bu çocuğun en az yedekten 20 klavyesi vardır :d,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
abdullah uçmak beyfendiye teşekkür eder saygılar sunarım,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,0,0,0
bir galatasaraylı olarak söylüyorum bunu kim yaptıysa tam bir cani,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
bu toplumun duzelme ihtimali bile artik ihtimal dahi degil. bundan sonrasi helak sureci,0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,0,1,0,1
esenyurt’ta geliyo :),0.0,TÜRKİYE'DE YAŞANAN TRAFİK KAVGALARI VE KAZALARI! #4 | Sokak Kavgaları 2023,0,0,0,0
tam bir sg,,,1,1,0,1
öyle bir dünya yok nie profilini değiştirdinnnnn,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
bahisler açıldı ben kele verdim oranı :d,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
SIZI DENIZE DÖKECEĞIZ,,,0,1,1,1
it herif,,,0,1,0,1
uzaya ne zaman gittik?,0.0,"Varank ""hırsız"" diye laf attı Veli Ağbaba yerinden fırladı: Meclis'e ara verdiren kavga!",0,1,0,1
YAHUDI TOHUMU BUNLAR,,,0,1,1,1
bu sahte tüfek,0.0,Fearful Moments on the Kadıköy Metro! He Pointed a Rifle at Passengers | NTV,0,0,0,0
